72403	91354	18951
72403	94944	22541
72403	93968	21565
72402	93969	21567
72403	97338	24935
72403	93969	21566
72403	94108	21705
72403	96054	23651
72402	97426	25024
72403	93969	21566
72403	93970	21567
72402	97428	25026
72403	93969	21566
72403	93974	21571
72403	95784	23381
72403	96055	23652
72402	97341	24939
72403	91349	18946
72402	94944	22542
72403	97433	25030
72402	93973	21571
72403	94329	21926
72403	93979	21576
72403	91348	18945
72403	91486	19083
72403	97426	25023
72403	95857	23454
72403	93968	21565
72403	97432	25029
72403	93973	21570
72403	96055	23652
72403	97567	25164
72403	96056	23653
72403	93968	21565
72403	93973	21570
72403	97162	24759
72403	93980	21577
72403	93968	21565
72403	93972	21569
72403	96010	23607
72403	96312	23909
72403	94109	21706
72403	93969	21566
72403	94835	22432
72403	92989	20586
72403	93974	21571
72402	93974	21572
72403	94108	21705
72403	93969	21566
72403	93969	21566
72403	93982	21579
72403	96505	24102
72403	93980	21577
72403	97342	24939
72403	92990	20587
72403	93994	21591
72403	93969	21566
72403	96337	23934
72403	93969	21566
72403	96068	23665
72403	95603	23200
72403	94001	21598
72403	97568	25165
72403	93969	21566
72403	93970	21567
72403	94109	21706
72403	93969	21566
72403	93968	21565
72403	93969	21566
72403	92045	19642
72403	94109	21706
72403	93970	21567
72403	93995	21592
72403	93975	21572
72403	93969	21566
72403	93968	21565
72403	97568	25165
72403	93973	21570
72403	91347	18944
72403	93995	21592
72403	93969	21566
72403	93971	21568
72403	93969	21566
72403	96058	23655
72403	91350	18947
72403	93976	21573
72403	93972	21569
72403	94808	22405
72403	97434	25031
72403	97433	25030
72403	93969	21566
72403	97335	24932
72403	93969	21566
72403	93974	21571
72403	93970	21567
72403	91352	18949
72403	94112	21709
72403	93969	21566
72403	94812	22409
72403	97568	25165
72403	94410	22007
72403	93969	21566
72403	93969	21566
72403	94000	21597
72403	94006	21603
72403	96090	23687
72403	96056	23653
72403	97435	25032
72403	97335	24932
72403	97344	24941
