37490	28
37470	27
37470	28
37469	28
37469	28
37469	28
37469	28
37469	28
37469	28
37471	23
37483	28
37470	23
37469	28
37469	28
37469	28
37469	28
37469	27
37469	28
37469	28
37471	28
37479	19
37474	28
37473	28
37470	28
37474	28
37473	28
37470	25
37477	19
37473	28
37472	28
37470	28
37469	28
37469	23
37469	23
37469	28
37469	28
37469	28
37469	19
37469	28
37471	28
37469	28
37469	28
37468	28
37469	28
37469	28
37469	28
37469	19
37469	28
37469	28
37471	23
37469	19
37468	19
37469	28
37469	19
37469	19
37469	27
37469	28
37482	28
37473	25
37473	19
37469	29
37469	28
37469	28
37469	28
37469	28
37503	28
37509	28
37470	28
37470	28
37472	28
37469	28
37469	28
37507	28
37521	28
37511	28
37510	29
37521	28
37494	28
37511	28
37509	28
37516	28
37514	28
37510	26
37509	28
37508	28
37481	28
37481	28
37475	28
37470	27
37471	28
37470	28
37470	28
37469	28
37481	28
37470	28
37470	28
37469	23
37469	28
37469	28
37470	28
37488	28
37470	28
37469	28
37469	28
37478	28
37481	23
37479	28
37474	28
37471	19
37471	26
37470	23
37469	28
37469	28
37482	28
37475	26
37470	28
37470	23
37469	28
37469	28
37470	23
37483	28
37479	23
37470	22
37469	19
37469	28
37481	28
37478	28
37473	28
37470	28
37470	28
37470	23
37469	28
37470	28
37479	28
37470	28
37470	19
37469	23
37470	28
37469	28
37470	25
37481	28
37470	28
37470	28
37469	29
37469	28
37482	28
37476	28
37475	22
37470	28
37471	19
37470	28
37470	28
37469	28
37476	29
37481	28
37470	28
37470	28
37469	28
37469	28
37471	19
37482	28
37475	27
37470	26
37469	28
37469	28
37471	19
37492	28
37470	28
37482	28
37478	28
37473	23
37470	23
37470	28
37469	28
37478	28
37470	28
37470	23
37470	28
37469	28
37470	23
37483	28
37470	28
37469	23
37469	28
37482	28
37481	28
37476	29
37474	28
37470	22
37471	19
37470	23
37469	28
37469	28
37477	28
37506	29
37470	28
37470	23
37470	26
37469	28
37470	26
37492	29
37470	28
37470	23
37469	28
37469	26
37472	27
37490	29
37470	29
37470	28
37472	26
37469	28
37469	28
37469	28
37481	28
37482	23
37470	29
37470	20
37469	28
37479	19
37475	27
37470	28
37469	19
37470	28
37469	28
37483	28
37481	28
37477	28
37474	28
37470	28
37470	28
37470	19
37470	19
37469	28
37479	26
37470	28
37470	28
37470	28
37469	28
37469	23
37471	26
37482	28
37474	27
37470	23
37469	28
37482	27
37481	28
37478	25
37484	26
37478	28
37471	28
37470	28
37470	28
37469	28
37478	23
37476	26
37470	28
37470	28
37470	28
37469	28
37470	28
37470	25
37470	23
37469	28
37469	28
37469	28
37469	23
37469	28
37469	28
37469	28
37471	28
37470	28
37469	19
37485	29
37470	23
37469	19
37482	28
37482	23
37470	28
37469	23
37470	18
37470	28
37469	28
37469	28
37479	28
37473	28
37470	28
37470	28
37470	28
37469	28
37470	26
37482	23
37470	28
37469	28
37470	28
37469	28
37471	28
37470	29
37482	25
37480	28
37477	29
37470	25
